dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy
avp/muteControlLocation|N|||text||70|1|N|||||||||R|N|en|Mute Control Location|muteControlLocation<br>Qualifier: AVP514<br>Indicates the location of the product's Mute Control button.|Horizontal|Text|44500|Left|200|Left||||Active||NULL|
avp/muteType|N|||text||70|1|N|||||||||R|N|en|Mute Type|muteType<br>Qualifier: AVP515<br>Indicates the type of mute functionality the product has; auto or manual.|Horizontal|Text|44600|Left|200|Left||||Active||NULL|
avp/nABCAAdditionalCharges|N|||float|15|15|2||||||||||R|N|en|NABCA Additional Charges|nABCAAdditionalCharges<br>Qualifier: AVP114<br>Any other charges to be added to the Net Cost at FOB point.|Horizontal|Float|44700|Left|200|Left||||Active||NULL|
avp/nABCAAddressOfBottler|N|||text||225|1|N|||||||||R|N|en|NABCA Address Of Bottler|nABCAAgeVintage<br>Qualifier: AVP103<br>An indication of the entity who bottles the item.|Horizontal|Text|44800|Left|200|Left||||Active||NULL|
avp/nABCAAddressOfDistiller|N|||text||225|1|N|||||||||R|N|en|NABCA Address Of Distiller|nABCAAddressOfDistiller<br>Qualifier: AVP101<br>The address of the entity who distills the item.|Horizontal|Text|44900|Left|200|Left||||Active||NULL|
avp/nABCAAgeVintage|N|||text||4|1|N|||||||||R|N|en|NABCA Age Vintage|nABCAAgeVintage<br>Qualifier: AVP099<br>The year or vintage of the beverage.|Horizontal|Text|45000|Left|200|Left||||Active||NULL|
avp/nABCAAlternateAgeVintage|N|||text||4|1|N|||||||||R|N|en|NABCA Alternate Age Vintage|nABCAAlternateAgeVintage<br>Qualifier: AVP106<br>The age or vintage of the item as sold under another label.|Horizontal|Text|45100|Left|200|Left||||Active||NULL|
avp/nABCAAlternateLabelExplanation|N|||text||225|1|N|||||||||R|N|en|NABCA Alternate Label Explanation|nABCAAlternateLabelExplanation<br>Qualifier: AVP107<br>The explanation of the differences between the item as sold under another label.|Horizontal|Text|45200|Left|200|Left||||Active||NULL|
avp/nABCAAlternatePercentageOfAlcoholByVolume|Y||2|float|3|3|1||||||||||R|N|en|NABCA Alternate Percentage Of Alcohol By Volume|nABCAAlternatePercentOfAlcoholByVolume<br>Qualifier: AVP105<br>The proof of the item as sold under another label.|Horizontal|Float|45300|Left|200|Left||||Active||NULL|
avp/nABCABottlerName|N|||text||225|1|N|||||||||R|N|en|NABCA Bottler Name|nABCABottlerName<br>Qualifier: AVP102<br>The year or vintage of the beverage.|Horizontal|Text|45400|Left|200|Left||||Active||NULL|
avp/nABCADiscountApplied|N|||float|15|15|2||||||||||R|N|en|NABCA Discount Applied|nABCADiscountApplied<br>Qualifier: AVP115<br>Any discounts applied to the price of the item.|Horizontal|Float|45500|Left|200|Left||||Active||NULL|
avp/nABCAIsImportedItemInbound|N|||boolean|||||||||||||R|N|en|NABCA Is Imported Item Inbound?|nABCAIsImportedItemInbound<br>Qualifier: AVP100<br>An indication of whether or not the product is imported and being admitted into the US provisionally without payment or duties.|Horizontal|Boolean|45600|Left|200|Left||||Active||NULL|
avp/nABCAIsSoldUnderAnyOtherLabel|N|||boolean|||||||||||||R|N|en|NABCA Is Sold Under Any Other Label|nABCAIsSoldUnderAnyOtherLabel<br>Qualifier: AVP104<br>Indication if the item can be sold under a label other than the one being referenced on the form.|Horizontal|Boolean|45700|Left|200|Left||||Active||NULL|
avp/nABCAItemFOBPoint|N|||text||225|1|N|||||||||R|N|en|NABCA Item FOB Point|nABCAItemFOBPoint<br>Qualifier: AVP109<br>Point at which the item is legally the property of the purchaser.|Horizontal|Text|45800|Left|200|Left||||Active||NULL|
avp/nABCAItemShipPoint|N|||text||225|1|N|||||||||R|N|en|NABCA Item Ship Point|nABCAItemShipPoint<br>Qualifier: AVP108<br>Point from which the item is shipped.|Horizontal|Text|45900|Left|200|Left||||Active||NULL|
avp/nABCAMarineInsurance|N|||float|15|15|2||||||||||R|N|en|NABCA Marine Insurance|nABCAMarineInsurance<br>Qualifier: AVP113<br>Insurance for shipping overseas.|Horizontal|Float|46000|Left|200|Left||||Active||NULL|
avp/nABCANetCostFOBShipPoint|N|||float|15|15|2||||||||||R|N|en|NABCA Net Cost FOB Ship Point|nABCANetCostFOBShipPoint<br>Qualifier: AVP110<br>Cost of the item at the freight on board point, without any shipping charges, bailment charges, or any discounts applied.|Horizontal|Float|46100|Left|200|Left||||Active||NULL|
avp/nABCAOceanFreight|N|||float|15|15|2||||||||||R|N|en|NABCA Ocean Freight|nABCAOceanFreight<br>Qualifier: AVP112<br>Shipping charges for the item overseas.|Horizontal|Float|46200|Left|200|Left||||Active||NULL|
avp/nABCAOrderType|N|||text||2|2|N|||||||||R|N|en|NABCA Order Type|nABCAOrderType<br>Qualifier: AVP098<br>Products are either State Stock, Bailment, or Special Purchase Order Plan. State Stock items are stocked by the state. Bailment items are when a state rents space in a warehouse and the supplier pays a fee to store the items there. Special Purchase Order Plan indicates whether the item is a special listing. This attribute identifies, which of these three order types is appropriate.|Horizontal|Text|46300|Left|200|Left||||Active||NULL|
avp/nABCAPriceRemarks|N|||text||225|1|N|||||||||R|N|en|NABCA Price Remarks|nABCAPriceRemarks<br>Qualifier: AVP116<br>Any remarks associated with the case price and/or the difference in the current price compared to the previous price.|Horizontal|Text|46400|Left|200|Left||||Active||NULL|
avp/nABCAPricingTerms|N|||text||225|1|N|||||||||R|N|en|NABCA Pricing Terms|nABCAPricingTerms<br>Qualifier: AVP117<br>The terms that the state agreed to pay for the product.|Horizontal|Text|46500|Left|200|Left||||Active||NULL|
avp/nABCARepresentativeForTheStateAddress|N|||text||225|1|N|||||||||R|N|en|NABCA Representative For The State Address|nABCARepresentativeForTheStateAddress<br>Qualifier: AVP119<br>Address of State Representative.|Horizontal|Text|46600|Left|200|Left||||Active||NULL|
avp/nABCARepresentativeForTheStateFax|N|||integer||10|10||||||||||R|N|en|NABCA Representative For The State Fax|nABCARepresentativeForTheStateFax<br>Qualifier: AVP122<br>Fax number of State Representative.|Horizontal|Integer|46700|Left|200|Left||||Active||NULL|
avp/nABCARepresentativeForTheStateLicenseNumber|N|||text||225|1|N|||||||||R|N|en|NABCA Representative For The State License Number|nABCARepresentativeForTheStateLicenseNum<br>Qualifier: AVP120<br>License Number of State Representative.|Horizontal|Text|46800|Left|200|Left||||Active||NULL|
avp/nABCARepresentativeForTheStateName|N|||text||225|1|N|||||||||R|N|en|NABCA Representative For The State Name|nABCARepresentativeForTheStateName<br>Qualifier: AVP118<br>Identifies this particular supplier's State Representative.|Horizontal|Text|46900|Left|200|Left||||Active||NULL|
avp/nABCARepresentativeForTheStateTelephone|N|||integer||10|10||||||||||R|N|en|NABCA Representative For The State Telephone|nABCARepresentativeForTheStateTelephone<br>Qualifier: AVP121<br>Telephone number of State Representative.|Horizontal|Integer|47000|Left|200|Left||||Active||NULL|
avp/nABCASupplierAddress|N|||text||225|1|N|||||||||R|N|en|NABCA Supplier Address|nABCASupplierAddress<br>Qualifier: AVP125<br>Supplier's Address.|Horizontal|Text|47100|Left|200|Left||||Active||NULL|
avp/nABCASupplierFax|N|||integer||10|10||||||||||R|N|en|NABCA Supplier Fax|nABCASupplierFax<br>Qualifier: AVP127<br>Supplier's fax number.|Horizontal|Integer|47200|Left|200|Left||||Active||NULL|
avp/nABCASupplierFederalIDNumber|N|||text||225|1|N|||||||||R|N|en|NABCA Supplier Federal ID Number|nABCASupplierFederalIDNumber<br>Qualifier: AVP124<br>Supplier's Federal Identification Number.|Horizontal|Text|47300|Left|200|Left||||Active||NULL|
avp/nABCASupplierStateLicensePermitNumber|N|||text||225|1|N|||||||||R|N|en|NABCA Supplier State License Permit Number|nABCASupplierStateLicensePermitNumber<br>Qualifier: AVP123<br>Supplier's state license or permit number.|Horizontal|Text|47400|Left|200|Left||||Active||NULL|
avp/nABCASupplierTelephone|N|||integer||10|10||||||||||R|N|en|NABCA Supplier Telephone|nABCASupplierTelephone<br>Qualifier: AVP126<br>Supplier's telephone.|Horizontal|Integer|47500|Left|200|Left||||Active||NULL|
avp/nABCAUSFreight|N|||float|15|15|2||||||||||R|N|en|NABCA US Freight|nABCAUSFreight<br>Qualifier: AVP111<br>Shipping charges for the item within the U.S.|Horizontal|Float|47600|Left|200|Left||||Active||NULL|
avp/nationalSanitationFoundationCompliant|N|||boolean|||||||||||||R|N|en|National Sanitation Foundation Compliant?|nationalSanitationFoundationCompliant<br>Qualifier: AVP516<br>Indicates whether or not the product has certification for food safety and water quality from the National Sanitation Foundation (NSF).|Horizontal|Boolean|47700|Left|200|Left||||Active||NULL|
avp/neckType|N|||text||70|1|N|||||||||R|N|en|Neck Type|neckType<br>Qualifier: AVP517<br>Describes the type of neck the product has.|Horizontal|Text|47800|Left|200|Left||||Active||NULL|
avp/networkHubComputerCompatibility|Y||4|text||70|1|N|||||||||R|N|en|Network Hub Computer Compatibility|networkHubComputerCompatibility<br>Qualifier: AVP518<br>Describes which computer type the product is compatibility with; IBM, Apple, Notebook, etc.|Horizontal|Text|47900|Left|200|Left||||Active||NULL|
avp/networkingStatus|N|||text||70|1|N|||||||||R|N|en|Networking Status|networkingStatus<br>Qualifier: AVP520<br>Indicates whether the networking feature of the product is installed or ready to be installed.|Horizontal|Text|48000|Left|200|Left||||Active||NULL|
avp/networkingTechnologyType|Y||3|text||70|1|N|||||||||R|N|en|Networking Technology Type|networkingTechnologyType<br>Qualifier: AVP521<br>Describes the product's type of networking technology.|Horizontal|Text|48100|Left|200|Left||||Active||NULL|
avp/networkProductType|N|||text||70|1|N|||||||||R|N|en|Network Product Type|networkProductType<br>Qualifier: AVP519<br>Describes the product's type of Network Product.|Horizontal|Text|48200|Left|200|Left||||Active||NULL|
avp/nitsOfMonitorBrightness|N|||integer||4|1||||||||||R|N|en|Nits Of Monitor Brightness|nitsOfMonitorBrightness<br>Qualifier: AVP522<br>Indicates the measure of the monitor's brightness. Measured in Nits, equal to one candela per square meter.|Horizontal|Integer|48300|Left|200|Left||||Active||NULL|
avp/unitLoadGrossWeight|N|||float|38|53|15||||||||||R|N|en|Non GTIN Pallet Gross Weight|This field is the overall weight of the items on the shipping platform, plus the weight of the shipping platform itself.|Horizontal|Float|48400|Left|200|Left||||Active||NULL|
avp/unitLoadGrossWeightUOM|N|||text||5|2|N|||||||||R|N|en|Non GTIN Pallet Gross Weight UOM|This field is the UOM for overall weight of the items on the shipping platform, plus the weight of the shipping platform itself.|Horizontal|Text|48500|Left|200|Left||||Active||NULL|
avp/unitLoadHeight|N|||float|38|53|15||||||||||R|N|en|Non GTIN Pallet Height|This field is the overall height of the items on the shipping platform, plus the height of the shipping platform itself.|Horizontal|Float|48600|Left|200|Left||||Active||NULL|
avp/unitLoadHeightUOM|N|||text||5|2|N|||||||||R|N|en|Non GTIN Pallet Height UOM|This field is the UOM for overall height of the items on the shipping platform, plus the height of the shipping platform itself.|Horizontal|Text|48700|Left|200|Left||||Active||NULL|
avp/notebookBatteryCellTypeAndQuantity|N|||text||70|1|N|||||||||R|N|en|Notebook Battery Cell Type And Quantity|notebookBatteryCellTypeAndQuantity<br>Qualifier: AVP523<br>Describes the battery and the number of cells it has.|Horizontal|Text|48800|Left|200|Left||||Active||NULL|
avp/notebookProcessorTypes|N|||text||70|1|N|||||||||R|N|en|Notebook Processor Types|notebookProcessorTypes<br>Qualifier: AVP524<br>Indicates the processor type and speed for notebook computers.|Horizontal|Text|48900|Left|200|Left||||Active||NULL|
avp/numberOfProgrammableTracks|N|||integer||8|1||||||||||R|N|en|Number Of Programmable Tracks|numberOfProgrammableTracks<br>Qualifier: AVP525<br>Indicates the number of programmable tracks the product contains.|Horizontal|Integer|49000|Left|200|Left||||Active||NULL|
avp/ohmsOfImpedance|N|||float|7|14|7||||||||||R|N|en|Ohms Of Impedance|ohmsOfImpedance<br>Qualifier: AVP526<br>Indicates the impedance of the product measured in ohms.|Horizontal|Float|49100|Left|200|Left||||Active||NULL|
avp/operatingSystem|Y||5|text||70|1|N|||||||||R|N|en|Operating System|operatingSystem<br>Qualifier: AVP527<br>Indicates the type of operating system which is installed on the machine or, which type of operating system the peripheral is compatible with.|Horizontal|Text|49200|Left|200|Left||||Active||NULL|
avp/opticalDriveLoadType|N|||text||70|1|N|||||||||R|N|en|Optical Drive Load Type|opticalDriveLoadType<br>Qualifier: AVP528<br>Indicates whether the product has a slot loading DVD player or a tray style.|Horizontal|Text|49300|Left|200|Left||||Active||NULL|
avp/opticalDriveType|Y||3|text||70|1|N|||||||||R|N|en|Optical Drive Type|opticalDriveType<br>Qualifier: AVP529<br>Indicates the type of optical drive that is included in the product.|Horizontal|Text|49400|Left|200|Left||||Active||NULL|
avp/optionalCellularServices|N|||text||70|1|N|||||||||R|N|en|Optional Cellular Services|optionalCellularServices<br>Qualifier: AVP530<br>Identifies the other services, which are available with the product at an aditional cost.|Horizontal|Text|49500|Left|200|Left||||Active||NULL|
avp/packagingCategory|Y||100|text||6|1|N|||||||||R|N|en|Packaging Category|packagingCategory<br>Qualifier: AVP006<br>Identifies the hierarchical level of the packaging element, i.e. primary, secondary or tertiary. For example: a bottle in a cardboard box displayed on a shelf. The primary hierarchical level is the bottle (plastic or glass), the secondary level would be the box (cardboard), and the tertiary level would be the film around the pallet.|Horizontal|Text|49600|Left|200|Left||||Active||NULL|
avp/paperBrightness|N|||integer||4|1||||||||||R|N|en|Paper Brightness|paperBrightness<br>Qualifier: AVP531<br>Describes the reflectivity of the paper, not the whiteness.|Horizontal|Integer|49700|Left|200|Left||||Active||NULL|
avp/paperFinishType|N|||text||70|1|N|||||||||R|N|en|Paper Finish Type|paperFinishType<br>Qualifier: AVP532<br>Describes the type of finish of the paper.|Horizontal|Text|49800|Left|200|Left||||Active||NULL|
avp/paperShredCapacity|N|||integer||4|1||||||||||R|N|en|Paper Shred Capacity|paperShredCapacity<br>Qualifier: AVP533<br>Indicates the number of sheets of paper the shredder can shred at one time.|Horizontal|Integer|49900|Left|200|Left||||Active||NULL|
avp/paperSize|N|||text||70|1|N|||||||||R|N|en|Paper Size|paperSize<br>Qualifier: AVP534<br>Indicates the size of the sheet of paper.|Horizontal|Text|50000|Left|200|Left||||Active||NULL|
avp/paperTrayType|Y||5|text||70|1|N|||||||||R|N|en|Paper Tray Type|paperTrayType<br>Qualifier: AVP535<br>Indicates the type of paper tray included with the product; 4x6, adjustable, 8.5x11.|Horizontal|Text|50100|Left|200|Left||||Active||NULL|
avp/pCKeyboardInput|N|||boolean|||||||||||||R|N|en|PC Keyboard Input?|pCKeyboardInput<br>Qualifier: AVP536<br>Indicates whether or not the product has a connection to hook up a PC keyboard.|Horizontal|Boolean|50200|Left|200|Left||||Active||NULL|
avp/pcTypeForWebcamDesign|N|||text||70|1|N|||||||||R|N|en|PC Type For Webcam Design|pcTypeForWebcamDesign<br>Qualifier: AVP537<br>Describes the type of computer for, which the webcam was designed.|Horizontal|Text|50300|Left|200|Left||||Active||NULL|
avp/pDAIneterfaceMethod|Y||3|text||70|1|N|||||||||R|N|en|PDA Ineterface Method|pDAIneterfaceMethod<br>Qualifier: AVP538<br>Describes the method of how the PDA interfaces with a computer.|Horizontal|Text|50400|Left|200|Left||||Active||NULL|
avp/peakPowerHandlingWatts|N|||integer||8|1||||||||||R|N|en|Peak Power Handling Watts|peakPowerHandlingWatts<br>Qualifier: AVP539<br>Indicates the amount of power a speaker can handle during a brief musical burst. Measured in Watts.|Horizontal|Integer|50500|Left|200|Left||||Active||NULL|
avp/percentageOfEnlargement|N|||integer||6|1||||||||||R|N|en|Percentage Of Enlargement|percentageOfEnlargement<br>Qualifier: AVP540<br>Indicates the maximum percentage of change the product can enlarge from original size.|Horizontal|Integer|50600|Left|200|Left||||Active||NULL|
avp/percentageOfReduction|N|||integer||6|1||||||||||R|N|en|Percentage Of Reduction|percentageOfReduction<br>Qualifier: AVP541<br>Indicates the maximum percentage of change the product can reduce from original size.|Horizontal|Integer|50700|Left|200|Left||||Active||NULL|
avp/percussionInstrumentType|N|||text||70|1|N|||||||||R|N|en|Percussion Instrument Type|percussionInstrumentType<br>Qualifier: AVP542<br>Describes the product's type of percussion instrument.|Horizontal|Text|50800|Left|200|Left||||Active||NULL|
avp/personOrDepartmentName|Y||100|text||150|1|N|||||||||R|N|en|Person Or Department Name|personOrDepartmentName<br>Qualifier: AVP053<br>The name of the individual or department that can be contacted to provide additional information.|Horizontal|Text|50900|Left|200|Left||||Active||NULL|
avp/phoneAccessoryStyle|Y||2|text||70|1|N|||||||||R|N|en|Phone Accessory Style|phoneAccessoryStyle<br>Qualifier: AVP543<br>Describes the style of the phone accessory.|Horizontal|Text|51000|Left|200|Left||||Active||NULL|
avp/phoneType|Y||3|text||70|1|N|||||||||R|N|en|Phone Type|phoneType<br>Qualifier: AVP544<br>Describes the product's phone type.|Horizontal|Text|51100|Left|200|Left||||Active||NULL|
avp/photoAccessoryType|N|||text||70|1|N|||||||||R|N|en|Photo Accessory Type|photoAccessoryType<br>Qualifier: AVP545<br>Describes the product's photo class.|Horizontal|Text|51200|Left|200|Left||||Active||NULL|
avp/photoPrintSpeed|N|||float|7|14|7||||||||||R|N|en|Photo Print Speed|photoPrintSpeed<br>Qualifier: AVP546<br>Indicates the product's photo print speed, which is measured in Pages per Minute (PPM).|Horizontal|Float|51300|Left|200|Left||||Active||NULL|
avp/pickupType|N|||text||70|1|N|||||||||R|N|en|Pickup Type|pickupType<br>Qualifier: AVP547<br>Describes the product's pickup type. Pickup picks up vibration and converts to an electrical pulse.|Horizontal|Text|51400|Left|200|Left||||Active||NULL|
avp/pictureViewCapability|N|||text||70|1|N|||||||||R|N|en|Picture View Capability|pictureViewCapability<br>Qualifier: AVP548<br>Indicates the product's ability to view digital photographs via a digital card reader.|Horizontal|Text|51500|Left|200|Left||||Active||NULL|
avp/pixelResponseTime|N|||integer||4|1||||||||||R|N|en|Pixel Response Time|pixelResponseTime<br>Qualifier: AVP549<br>Indicates the amount of time it takes for pixels to change colors.|Horizontal|Integer|51600|Left|200|Left||||Active||NULL|
avp/pixelResponseTimeUOM|N|||text||70|1|N|||||||||R|N|en|Pixel Response Time UOM|pixelResponseTimeUOM<br>Qualifier: AVP550<br>The unit of measurement associated with Pixel Response Time.|Horizontal|Text|51700|Left|200|Left||||Active||NULL|
avp/plateCapacity|N|||integer||4|1||||||||||R|N|en|Plate Capacity|plateCapacity<br>Qualifier: AVP551<br>Indicates the number of plates the product can hold.|Horizontal|Integer|51800|Left|200|Left||||Active||NULL|
avp/pointingDeviceType|N|||text||70|1|N|||||||||R|N|en|Pointing Device Type|pointingDeviceType<br>Qualifier: AVP552<br>Describes the product's type pointing device (mouse).|Horizontal|Text|51900|Left|200|Left||||Active||NULL|
avp/portableKitType|N|||text||70|1|N|||||||||R|N|en|Portable Kit Type|portableKitType<br>Qualifier: AVP553<br>Describes the product's type of kit.|Horizontal|Text|52000|Left|200|Left||||Active||NULL|
avp/powerProtectionType|N|||text||70|1|N|||||||||R|N|en|Power Protection Type|powerProtectionType<br>Qualifier: AVP554<br>Describes the product's power spike protection type.|Horizontal|Text|52100|Left|200|Left||||Active||NULL|
avp/preamplifierVoltage|N|||integer||4|1||||||||||R|N|en|Pre-amplifier Voltage|preamplifierVoltage<br>Qualifier: AVP555<br>Indicates the amount of pre-amplifier voltage the product contains. Measured in Volts.|Horizontal|Integer|52200|Left|200|Left||||Active||NULL|
avp/presentationPresentationAcceptanceDateTime|Y||100|datetime|||||||||||||R|N|en|Presentation Acceptance Date Time|presentationPresentationAcceptanceDateTime<br>Qualifier: AVP070<br>The date and time terms for submitting and item for presentation were accepted by the vendor. The information is used for auditing purposes.|Horizontal|DateTime|52300|Left|200|Left||||Active||NULL|
avp/suggestedConsumerPack|N|||integer||10|1||||||||||R|N|en|Pricing Pack|A numeric attribute that allows manufacturers to represent the actual Qty of Next Level Item(s) value associated with an item’s price rather than its physical Qty of Next Level Item(s) value.|Horizontal|Integer|52400|Left|200|Left||||Active||NULL|
avp/processorBrandNameAndSpeed|N|||text||70|1|N|||||||||R|N|en|Processor Brand Name And Speed|processorBrandNameAndSpeed<br>Qualifier: AVP556<br>Describes the product's speed and brand of installed processor.|Horizontal|Text|52500|Left|200|Left||||Active||NULL|
avp/productSeriesIdentification|N|||integer||8|1||||||||||R|N|en|Product Series Identification|productSeriesIdentification<br>Qualifier: AVP557<br>A specific group of products from one manufacturer that each have a base set of features; each model has slighly different features.|Horizontal|Integer|52600|Left|200|Left||||Active||NULL|
avp/qAMTuner|N|||boolean|||||||||||||R|N|en|QAM Tuner?|qAMTuner<br>Qualifier: AVP558<br>Indicates whether or not the product modulates data via Quadrature amplitude modulation (QAM).|Horizontal|Boolean|52700|Left|200|Left||||Active||NULL|
avp/quantityOf35ExpansionBays|N|||integer||4|1||||||||||R|N|en|Quantity Of 3.5 Expansion Bays|quantityOf35ExpansionBays<br>Qualifier: AVP559<br>Indicates the product's number of 3.5-inch expansion bays for drives.|Horizontal|Integer|52800|Left|200|Left||||Active||NULL|
avp/quantityOf525ExpansionBays|N|||integer||4|1||||||||||R|N|en|Quantity Of 5.25 Expansion Bays|quantityOf525ExpansionBays<br>Qualifier: AVP560<br>Indicates the product's number of 5.25-inch expansion bays for drives.|Horizontal|Integer|52900|Left|200|Left||||Active||NULL|
avp/quantityOfAudioChannels|N|||text||70|1|N|||||||||R|N|en|Quantity Of Audio Channels|quantityOfAudioChannels<br>Qualifier: AVP561<br>Indicates the product's number of channels for the audio system.|Horizontal|Text|53000|Left|200|Left||||Active||NULL|
avp/quantityOfAudioInputs|N|||integer||4|1||||||||||R|N|en|Quantity Of Audio Inputs|quantityOfAudioInputs<br>Qualifier: AVP562<br>Indicates the product's number of audio inputs only.|Horizontal|Integer|53100|Left|200|Left||||Active||NULL|
avp/quantityOfAudioOutputs|N|||integer||4|1||||||||||R|N|en|Quantity Of Audio Outputs|quantityOfAudioOutputs<br>Qualifier: AVP563<br>Indicates the product's number of audio outputs only.|Horizontal|Integer|53200|Left|200|Left||||Active||NULL|
avp/quantityOfAVInputs|N|||integer||4|1||||||||||R|N|en|Quantity Of AV Inputs|quantityOfAVInputs<br>Qualifier: AVP564<br>Indicates the number of Audio/Video inputs that are included on the product.|Horizontal|Integer|53300|Left|200|Left||||Active||NULL|
avp/quantityOfAVOutputs|N|||integer||4|1||||||||||R|N|en|Quantity Of AV Outputs|quantityOfAVOutputs<br>Qualifier: AVP565<br>Indicates the product's number of A/V outputs.|Horizontal|Integer|53400|Left|200|Left||||Active||NULL|
avp/quantityOfBowlsIncluded|N|||integer||4|1||||||||||R|N|en|Quantity Of Bowls Included|quantityOfBowlsIncluded<br>Qualifier: AVP567<br>Indicates the product's number of bowls included.|Horizontal|Integer|53500|Left|200|Left||||Active||NULL|
avp/quantityOfBundleHandsets|N|||integer||4|1||||||||||R|N|en|Quantity Of Bundle Handsets|quantityOfBundleHandsets<br>Qualifier: AVP568<br>Indicates the number of handsets, which are bundled into the main packaging of the product.|Horizontal|Integer|53600|Left|200|Left||||Active||NULL|
avp/quantityOfCameraShootingModes|N|||integer||4|1||||||||||R|N|en|Quantity Of Camera Shooting Modes|quantityOfCameraShootingModes<br>Qualifier: AVP569<br>Indicates the number of different shooting modes there are to select from on the product.|Horizontal|Integer|53700|Left|200|Left||||Active||NULL|
avp/quantityOfComponentInputs|N|||integer||4|1||||||||||R|N|en|Quantity Of Component Inputs|quantityOfComponentInputs<br>Qualifier: AVP570<br>Indicates the number of slots included to input components into the product.|Horizontal|Integer|53800|Left|200|Left||||Active||NULL|
avp/quantityOfComponentSlots|N|||integer||4|1||||||||||R|N|en|Quantity Of Component Slots|quantityOfComponentSlots<br>Qualifier: AVP571<br>Indicates the number of slots on the product to hook up component electronics.|Horizontal|Integer|53900|Left|200|Left||||Active||NULL|
avp/quantityOfCompositeInputs|N|||integer||4|1||||||||||R|N|en|Quantity Of Composite Inputs|quantityOfCompositeInputs<br>Qualifier: AVP572<br>Indicates the product's number of composit inputs.|Horizontal|Integer|54000|Left|200|Left||||Active||NULL|
avp/quantityOfConnectingPins|N|||integer||4|1||||||||||R|N|en|Quantity Of Connecting Pins|quantityOfConnectingPins<br>Qualifier: AVP757<br>Indicates the number or connecting pins which the product's slot requires.|Horizontal|Integer|54100|Left|200|Left||||Active||NULL|
avp/quantityOfContentsInMultiPack|N|||text||70|1|N|||||||||R|N|en|Quantity Of Contents In Multi-pack|quantityOfContentsInMultiPack<br>Qualifier: AVP573<br>Indicates the quantity of the item, which are packaged together and sold as one multi-pack unit.|Horizontal|Text|54200|Left|200|Left||||Active||NULL|
avp/quantityOfControllerButtons|N|||integer||4|1||||||||||R|N|en|Quantity Of Controller Buttons|quantityOfControllerButtons<br>Qualifier: AVP574<br>Indicates the number of buttons the product has.|Horizontal|Integer|54300|Left|200|Left||||Active||NULL|
avp/quantityOfCupsCapacity|N|||integer||4|1||||||||||R|N|en|Quantity Of Cups Capacity|quantityOfCupsCapacity<br>Qualifier: AVP575<br>Indicates the number of cups the product can hold.|Horizontal|Integer|54400|Left|200|Left||||Active||NULL|
avp/quantityOfCycles|N|||integer||4|1||||||||||R|N|en|Quantity Of Cycles|quantityOfCycles<br>Qualifier: AVP576<br>Indicates the number of cycles the unit has.|Horizontal|Integer|54500|Left|200|Left||||Active||NULL|
avp/quantityOfDedicatedVideoMemory|N|||integer||4|1||||||||||R|N|en|Quantity Of Dedicated Video Memory|Indicates the amount of video memory included on the product.|Horizontal|Integer|54600|Left|200|Left||||Active||NULL|
avp/quantityOfDedicatedVideoMemoryUOM|N|||text||70|1|N|||||||||R|N|en|Quantity Of Dedicated Video Memory UOM|The unit of measurement associated with Quantity Of Dedicated Video Memory.|Horizontal|Text|54700|Left|200|Left||||Active||NULL|
avp/quantityOfDigitalAudioInputs|N|||integer||4|1||||||||||R|N|en|Quantity Of Digital Audio Inputs|quantityOfDigitalAudioInputs<br>Qualifier: AVP579<br>Indicates the number of digital audio iutputs the product contains.|Horizontal|Integer|54800|Left|200|Left||||Active||NULL|
avp/quantityOfDigitalAudioOutputs|N|||integer||4|1||||||||||R|N|en|Quantity Of Digital Audio Outputs|quantityOfDigitalAudioOutputs<br>Qualifier: AVP580<br>Indicates the number of digital audio outputs the product contains|Horizontal|Integer|54900|Left|200|Left||||Active||NULL|
avp/quantityOfDigitalInputs|N|||integer||4|1||||||||||R|N|en|Quantity Of Digital Inputs|quantityOfDigitalInputs<br>Qualifier: AVP581<br>Indicates the total number of digital iutputs the product contains, including video and audio.|Horizontal|Integer|55000|Left|200|Left||||Active||NULL|
avp/quantityOfDigitalOutputs|N|||integer||4|1||||||||||R|N|en|Quantity Of Digital Outputs|quantityOfDigitalOutputs<br>Qualifier: AVP582<br>Indicates the total number of digital outputs the product contains, including video and audio.|Horizontal|Integer|55100|Left|200|Left||||Active||NULL|
avp/quantityOfDrumSoundsIncluded|N|||integer||4|1||||||||||R|N|en|Quantity Of Drum Sounds Included|quantityOfDrumSoundsIncluded<br>Qualifier: AVP583<br>Indicates the number of different drum sounds, which are pre-programmed into the product.|Horizontal|Integer|55200|Left|200|Left||||Active||NULL|
avp/quantityOfDVIInputs|N|||integer||4|1||||||||||R|N|en|Quantity Of DVI Inputs|quantityOfDVIInputs<br>Qualifier: AVP584<br>Indicates the number of DVI inputs the product contains. DVI stands for Digital Visual Interface and it converts analog to digital.|Horizontal|Integer|55300|Left|200|Left||||Active||NULL|
